,Age,Activity,Arban
1930,40.0,1.0,1.0
1931,30.0,1.06,1.0
1932,50.0,1.06,0.0
1933,40.0,1.0,0.0
1934,30.0,1.12,0.0
1935,40.0,1.16,0.0
1936,40.0,0.96,0.0
1937,50.0,1.04,0.0
1938,30.0,1.1,1.0
1939,20.0,1.06,0.0
1940,30.0,1.0,1.0
1941,40.0,1.0,1.0
1942,40.0,0.96,0.0
1943,40.0,1.1,1.0
1944,30.0,0.92,1.0
1945,50.0,1.06,1.0
1946,40.0,1.14,0.0
1947,40.0,0.72,0.0
1948,40.0,1.04,1.0
1949,40.0,1.04,0.0
1950,40.0,0.96,0.0
1951,40.0,1.0,0.0
1952,40.0,0.94,1.0
1953,30.0,0.88,1.0
1954,40.0,1.08,1.0
1955,40.0,1.04,0.0
1956,50.0,1.12,1.0
1957,30.0,1.08,1.0
1958,20.0,1.1,1.0
1959,40.0,1.12,0.0
1960,40.0,0.98,1.0
1961,30.0,0.96,1.0
1962,30.0,1.08,1.0
1963,30.0,0.92,1.0
1964,30.0,0.94,1.0
1965,40.0,0.96,0.0
1966,40.0,1.06,0.0
1967,30.0,0.84,0.0
1968,40.0,1.04,0.0
1969,40.0,1.06,1.0
1970,40.0,1.16,1.0
1971,20.0,1.02,1.0
1972,30.0,0.92,1.0
1973,40.0,1.08,0.0
1974,40.0,1.14,0.0
1975,40.0,0.9,1.0
1976,50.0,1.1,0.0
1977,40.0,0.92,0.0
1978,40.0,1.0,1.0
1979,50.0,1.0,0.0
1980,40.0,1.0,0.0
1981,30.0,1.04,1.0
1982,50.0,0.92,0.0
1983,30.0,1.28,1.0
1984,30.0,1.1,1.0
1985,40.0,0.88,0.0
1986,40.0,1.08,1.0
1987,30.0,0.96,0.0
1988,30.0,0.92,1.0
1989,40.0,1.04,0.0
1990,40.0,0.8,1.0
1991,30.0,1.14,1.0
1992,50.0,0.96,1.0
1993,30.0,1.04,0.0
1994,30.0,1.12,1.0
1995,40.0,1.12,1.0
1996,40.0,0.92,0.0
1997,30.0,0.92,1.0
1998,40.0,1.14,0.0
1999,30.0,1.12,1.0
2000,40.0,0.98,1.0
2001,40.0,0.94,0.0
2002,40.0,1.1,0.0
2003,30.0,1.02,0.0
2004,50.0,1.12,1.0
2005,30.0,1.12,1.0
2006,40.0,1.02,1.0
2007,40.0,1.0,1.0
2008,30.0,0.92,1.0
2009,40.0,1.0,0.0
2010,30.0,1.3,0.0
2011,20.0,1.16,1.0
2012,30.0,1.16,1.0
2013,40.0,1.0,1.0
2014,40.0,0.96,1.0
2015,40.0,1.02,1.0
2016,30.0,0.96,0.0
2017,50.0,1.0,0.0
2018,30.0,1.32,1.0
2019,30.0,0.88,1.0
2020,20.0,1.1,0.0
2021,30.0,0.96,1.0
2022,40.0,0.98,0.0
2023,30.0,1.24,0.0
2024,40.0,0.98,0.0
2025,40.0,1.12,1.0
2026,40.0,0.94,0.0
2027,40.0,0.9,0.0
2028,40.0,0.92,0.0
2029,50.0,1.06,1.0
2030,50.0,0.88,1.0
2031,50.0,1.0,0.0
2032,40.0,0.88,0.0
2033,40.0,1.04,0.0
2034,40.0,0.9,0.0
2035,40.0,0.86,1.0
2036,30.0,0.92,1.0
2037,40.0,1.0,1.0
2038,40.0,0.84,0.0
2039,40.0,1.2,1.0
2040,20.0,0.84,1.0
2041,40.0,0.96,0.0
2042,30.0,1.0,1.0
2043,40.0,0.92,1.0
2044,40.0,1.0,0.0
2045,20.0,1.08,0.0
2046,40.0,0.88,1.0
2047,30.0,0.96,1.0
2048,30.0,0.98,0.0
2049,40.0,0.96,0.0
2050,40.0,0.92,0.0
2051,50.0,0.92,1.0
2052,40.0,1.0,0.0
2053,50.0,0.94,0.0
2054,40.0,1.14,0.0
2055,40.0,1.22,0.0
2056,30.0,1.0,0.0
2057,30.0,1.04,0.0
2058,30.0,1.0,0.0
2059,30.0,0.92,0.0
2060,30.0,0.88,1.0
2061,50.0,1.0,1.0
2062,30.0,1.0,0.0
2063,30.0,1.08,1.0
2064,40.0,0.96,0.0
2065,40.0,0.96,0.0
2066,50.0,0.9,1.0
2067,20.0,1.04,0.0
2068,50.0,0.84,1.0
2069,30.0,0.96,1.0
2070,30.0,0.96,0.0
2071,40.0,0.92,0.0
2072,40.0,1.2,0.0
2073,40.0,1.08,0.0
2074,40.0,1.0,0.0
2075,30.0,0.84,0.0
2076,40.0,1.0,1.0
2077,50.0,0.96,0.0
2078,40.0,1.0,0.0
2079,40.0,0.96,1.0
2080,40.0,1.04,1.0
2081,40.0,1.0,1.0
2082,30.0,1.0,1.0
2083,40.0,1.0,1.0
2084,40.0,0.96,0.0
2085,40.0,0.98,0.0
2086,40.0,0.9,0.0
2087,40.0,1.12,0.0
2088,40.0,1.0,1.0
2089,40.0,0.88,0.0
2090,30.0,0.92,1.0
2091,30.0,1.08,0.0
2092,40.0,1.04,1.0
2093,30.0,0.8,1.0
2094,40.0,1.04,1.0
2095,40.0,1.02,1.0
2096,30.0,1.0,1.0
2097,30.0,1.0,0.0
2098,40.0,1.04,0.0
2099,30.0,0.84,1.0
2100,40.0,1.04,0.0
2101,40.0,0.92,1.0
2102,30.0,1.04,1.0
2103,40.0,1.1,1.0
2104,50.0,1.14,0.0
2105,30.0,1.2,0.0
2106,30.0,0.82,0.0
2107,30.0,1.14,0.0
2108,20.0,1.08,1.0
2109,40.0,1.24,0.0
2110,30.0,1.2,0.0
2111,30.0,1.08,0.0
2112,50.0,1.16,1.0
2113,30.0,0.98,1.0
2114,40.0,1.0,0.0
2115,30.0,1.04,0.0
2116,40.0,0.96,1.0
2117,30.0,0.96,0.0
2118,40.0,1.0,0.0
2119,40.0,0.96,0.0
2120,30.0,1.08,0.0
2121,30.0,0.96,1.0
2122,30.0,0.92,0.0
2123,40.0,1.04,0.0
2124,40.0,0.96,1.0
2125,30.0,1.1,0.0
2126,30.0,0.88,1.0
2127,30.0,1.0,1.0
2128,30.0,1.04,1.0
2129,40.0,1.08,0.0
2130,40.0,0.96,1.0
2131,40.0,0.92,0.0
2132,30.0,0.94,0.0
2133,50.0,0.92,1.0
2134,30.0,1.16,0.0
2135,40.0,0.94,0.0
2136,30.0,1.14,1.0
2137,40.0,1.12,0.0
2138,30.0,1.12,0.0
2139,40.0,1.02,1.0
2140,50.0,0.92,1.0
2141,40.0,1.04,1.0
2142,50.0,1.02,1.0
2143,30.0,0.96,0.0
2144,30.0,1.08,0.0
2145,40.0,0.84,1.0
2146,40.0,1.24,0.0
2147,30.0,1.14,0.0
2148,40.0,1.0,0.0
2149,40.0,0.92,1.0
2150,30.0,0.84,1.0
2151,30.0,0.92,0.0
2152,40.0,1.04,1.0
2153,40.0,1.06,0.0
2154,50.0,1.3,1.0
2155,40.0,1.0,0.0
2156,30.0,1.12,0.0
2157,30.0,1.14,0.0
2158,40.0,0.94,0.0
2159,30.0,0.88,1.0
2160,50.0,1.02,1.0
2161,30.0,0.9,0.0
2162,50.0,0.96,0.0
2163,40.0,0.96,0.0
2164,30.0,1.04,0.0
2165,40.0,0.84,1.0
2166,40.0,1.02,1.0
2167,30.0,1.0,1.0
2168,30.0,0.92,1.0
2169,40.0,1.04,0.0
2170,30.0,1.12,0.0
2171,50.0,1.12,0.0
2172,40.0,1.04,1.0
2173,40.0,1.04,0.0
2174,30.0,1.04,0.0
2175,20.0,0.96,1.0
2176,20.0,0.86,1.0
2177,30.0,1.12,1.0
2178,40.0,1.0,1.0
2179,40.0,0.9,0.0
2180,30.0,0.88,1.0
2181,50.0,1.02,0.0
2182,40.0,0.8,1.0
2183,40.0,0.98,0.0
2184,40.0,1.04,0.0
2185,40.0,1.0,1.0
2186,30.0,1.08,0.0
2187,50.0,0.98,0.0
2188,30.0,1.16,0.0
2189,50.0,1.06,1.0
2190,50.0,0.88,1.0
2191,40.0,1.12,1.0
2192,40.0,1.04,1.0
2193,30.0,1.06,0.0
2194,50.0,1.02,0.0
2195,30.0,0.88,0.0
2196,30.0,0.96,1.0
2197,30.0,0.96,0.0
2198,50.0,1.06,1.0
2199,30.0,1.16,1.0
2200,30.0,0.92,1.0
2201,40.0,0.92,1.0
2202,30.0,0.96,0.0
2203,40.0,0.96,0.0
2204,40.0,1.14,0.0
2205,40.0,1.1,0.0
2206,30.0,0.9,1.0
2207,30.0,1.04,1.0
2208,40.0,1.08,0.0
2209,40.0,0.96,1.0
2210,50.0,0.92,1.0
2211,30.0,1.2,0.0
2212,40.0,1.18,0.0
2213,50.0,1.12,0.0
2214,40.0,0.92,0.0
2215,40.0,0.9,1.0
2216,40.0,0.84,0.0
2217,30.0,0.92,0.0
2218,40.0,1.0,1.0
2219,30.0,1.16,1.0
2220,30.0,0.96,0.0
2221,30.0,0.84,1.0
2222,30.0,1.26,1.0
2223,40.0,1.0,0.0
2224,30.0,1.04,1.0
2225,50.0,0.96,1.0
2226,30.0,1.14,1.0
2227,40.0,1.1,1.0
2228,40.0,0.96,1.0
2229,40.0,1.08,1.0
2230,40.0,1.1,1.0
2231,40.0,0.9,1.0
2232,30.0,1.08,1.0
2233,40.0,1.0,0.0
2234,40.0,1.0,0.0
2235,30.0,1.04,1.0
2236,40.0,1.12,1.0
2237,30.0,0.96,1.0
2238,40.0,0.92,0.0
2239,40.0,0.84,1.0
2240,40.0,0.96,0.0
2241,40.0,1.16,0.0
2242,40.0,0.96,0.0
2243,40.0,0.94,0.0
2244,40.0,1.0,1.0
2245,40.0,0.9,1.0
2246,40.0,1.1,1.0
2247,40.0,1.0,1.0
2248,30.0,1.08,1.0
2249,50.0,1.0,1.0
2250,40.0,1.2,1.0
2251,30.0,1.04,1.0
2252,30.0,1.12,1.0
2253,40.0,1.1,0.0
2254,50.0,1.04,0.0
2255,30.0,1.04,1.0
2256,40.0,1.0,0.0
2257,50.0,0.94,0.0
2258,30.0,1.0,1.0
2259,40.0,1.0,0.0
2260,20.0,1.0,0.0
2261,50.0,0.84,1.0
2262,40.0,1.04,0.0
2263,40.0,0.98,0.0
2264,40.0,1.0,0.0
2265,50.0,1.2,1.0
2266,20.0,0.8,1.0
2267,30.0,1.14,1.0
2268,30.0,1.0,1.0
2269,40.0,0.94,0.0
2270,50.0,1.0,0.0
2271,40.0,1.2,1.0
2272,50.0,0.96,0.0
2273,30.0,1.0,0.0
2274,30.0,1.08,1.0
2275,40.0,1.24,0.0
2276,40.0,0.88,1.0
2277,50.0,1.12,0.0
2278,20.0,1.14,0.0
2279,40.0,1.04,0.0
2280,50.0,1.08,1.0
2281,40.0,0.96,0.0
2282,30.0,0.96,1.0
2283,40.0,0.96,0.0
2284,30.0,1.44,0.0
2285,30.0,1.12,1.0
2286,50.0,0.92,0.0
2287,40.0,1.12,1.0
2288,40.0,1.02,1.0
2289,30.0,0.96,0.0
2290,30.0,1.02,1.0
2291,40.0,0.92,1.0
2292,40.0,1.04,1.0
2293,40.0,1.12,1.0
2294,50.0,1.04,0.0
2295,40.0,1.2,1.0
2296,40.0,0.94,1.0
2297,40.0,1.04,0.0
2298,20.0,0.92,1.0
2299,40.0,0.96,1.0
2300,30.0,1.24,1.0
2301,50.0,1.2,0.0
2302,40.0,1.12,0.0
2303,30.0,0.84,1.0
2304,40.0,1.08,1.0
2305,40.0,1.06,1.0
2306,30.0,1.04,1.0
2307,30.0,1.02,1.0
2308,30.0,1.12,0.0
2309,40.0,0.88,1.0
2310,30.0,0.84,1.0
2311,30.0,1.0,0.0
2312,40.0,1.14,0.0
2313,30.0,1.08,0.0
2314,40.0,0.98,0.0
2315,40.0,1.0,0.0
2316,40.0,0.96,0.0
2317,40.0,1.1,0.0
2318,30.0,1.12,1.0
2319,60.0,1.0,1.0
2320,40.0,1.16,1.0
2321,40.0,0.92,0.0
2322,40.0,0.9,1.0
2323,40.0,1.18,1.0
2324,50.0,0.84,0.0
2325,30.0,1.06,1.0
2326,40.0,0.98,0.0
2327,40.0,0.98,0.0
2328,40.0,0.92,0.0
2329,40.0,0.92,1.0
2330,30.0,0.92,0.0
2331,50.0,0.98,0.0
2332,30.0,1.0,1.0
2333,40.0,0.86,1.0
2334,40.0,1.04,1.0
2335,40.0,1.0,1.0
2336,30.0,1.0,1.0
2337,20.0,1.0,1.0
2338,30.0,1.0,0.0
2339,30.0,0.84,0.0
2340,40.0,1.1,1.0
2341,30.0,1.08,1.0
2342,30.0,0.86,1.0
2343,40.0,1.12,1.0
2344,40.0,0.88,0.0
2345,30.0,0.88,0.0
2346,30.0,1.04,1.0
2347,40.0,1.04,0.0
2348,50.0,0.92,1.0
2349,40.0,0.94,1.0
2350,30.0,0.94,1.0
2351,40.0,1.0,1.0
2352,30.0,0.96,1.0
2353,40.0,1.0,0.0
2354,40.0,1.18,1.0
2355,30.0,1.12,0.0
2356,40.0,1.0,1.0
2357,30.0,1.22,0.0
2358,30.0,0.92,1.0
2359,50.0,1.04,1.0
2360,20.0,1.12,0.0
2361,40.0,0.84,1.0
2362,30.0,1.14,0.0
2363,40.0,0.98,1.0
2364,40.0,1.0,0.0
2365,40.0,1.0,0.0
2366,40.0,1.04,0.0
2367,40.0,1.16,1.0
2368,40.0,1.04,1.0
2369,40.0,1.1,0.0
2370,30.0,1.1,1.0
2371,40.0,1.06,0.0
2372,30.0,0.96,1.0
2373,30.0,1.04,1.0
2374,40.0,1.02,1.0
2375,30.0,0.88,0.0
2376,30.0,1.0,0.0
2377,40.0,1.28,1.0
2378,40.0,0.94,1.0
2379,30.0,1.08,0.0
2380,50.0,0.9,1.0
2381,30.0,1.02,0.0
2382,20.0,0.9,0.0
2383,50.0,1.0,1.0
2384,40.0,0.86,0.0
2385,40.0,0.88,1.0
2386,40.0,0.98,0.0
2387,30.0,1.04,0.0
2388,50.0,1.0,1.0
2389,30.0,1.08,0.0
2390,40.0,0.9,0.0
2391,40.0,1.0,0.0
2392,40.0,1.0,0.0
2393,30.0,0.96,0.0
2394,40.0,1.1,0.0
2395,40.0,1.1,0.0
2396,40.0,1.14,1.0
2397,40.0,1.1,0.0
2398,20.0,0.92,1.0
2399,40.0,1.12,1.0
2400,30.0,1.04,1.0
2401,30.0,1.14,1.0
2402,40.0,1.08,1.0
2403,20.0,0.98,0.0
2404,40.0,0.88,1.0
2405,30.0,0.94,0.0
2406,50.0,0.86,1.0
2407,50.0,0.86,1.0
2408,30.0,1.12,0.0
2409,30.0,0.96,0.0
2410,40.0,0.96,1.0
2411,30.0,1.0,0.0
2412,40.0,0.98,0.0
2413,40.0,0.88,1.0
2414,40.0,1.04,0.0
2415,30.0,1.08,1.0
2416,30.0,1.06,0.0
2417,50.0,1.1,1.0
2418,30.0,0.96,1.0
2419,20.0,0.96,1.0
2420,50.0,1.04,0.0
2421,50.0,1.2,1.0
2422,30.0,1.1,0.0
2423,40.0,0.8,1.0
2424,40.0,1.04,0.0
2425,20.0,1.0,1.0
2426,40.0,1.04,1.0
2427,60.0,1.12,0.0
2428,40.0,1.22,1.0
2429,30.0,0.88,1.0
2430,40.0,1.1,1.0
2431,50.0,1.2,0.0
2432,30.0,1.0,0.0
2433,30.0,1.06,0.0
2434,40.0,1.0,1.0
2435,30.0,0.86,0.0
2436,40.0,1.0,1.0
2437,20.0,0.78,0.0
2438,30.0,1.1,1.0
2439,30.0,0.88,1.0
2440,40.0,1.0,1.0
2441,40.0,1.14,0.0
2442,30.0,1.02,1.0
2443,40.0,0.96,1.0
2444,30.0,1.14,0.0
2445,40.0,1.0,1.0
2446,30.0,1.08,1.0
2447,40.0,1.08,0.0
2448,40.0,1.06,0.0
2449,40.0,0.92,0.0
2450,30.0,0.96,1.0
2451,40.0,0.8,1.0
2452,30.0,1.04,1.0
2453,40.0,1.2,0.0
2454,30.0,0.96,0.0
2455,40.0,0.96,1.0
2456,40.0,0.84,0.0
2457,40.0,1.04,1.0
2458,40.0,0.9,0.0
2459,30.0,0.92,0.0
2460,50.0,1.12,0.0
2461,20.0,1.02,1.0
2462,40.0,0.86,0.0
2463,50.0,1.12,1.0
2464,30.0,0.86,1.0
2465,40.0,0.9,0.0
2466,40.0,1.06,1.0
2467,40.0,1.02,1.0
2468,40.0,0.96,0.0
2469,40.0,1.12,0.0
2470,40.0,1.08,0.0
2471,40.0,1.04,0.0
2472,20.0,1.06,0.0
2473,40.0,0.96,0.0
2474,30.0,0.92,0.0
2475,50.0,0.9,0.0
2476,30.0,1.04,1.0
2477,40.0,0.94,1.0
2478,20.0,0.92,1.0
2479,40.0,1.04,1.0
2480,40.0,1.12,1.0
2481,40.0,0.92,0.0
2482,30.0,1.06,0.0
2483,50.0,0.96,0.0
2484,40.0,0.82,1.0
2485,50.0,0.9,1.0
2486,40.0,0.98,0.0
2487,40.0,0.84,0.0
2488,30.0,0.92,0.0
2489,40.0,1.1,1.0
2490,40.0,0.96,1.0
2491,40.0,1.04,1.0
2492,50.0,1.16,1.0
2493,40.0,1.0,1.0
2494,30.0,0.92,0.0
2495,50.0,1.14,1.0
2496,30.0,1.12,1.0
2497,30.0,0.94,0.0
2498,40.0,0.96,0.0
2499,30.0,0.84,0.0
2500,40.0,1.08,1.0
2501,30.0,1.0,1.0
2502,30.0,1.0,1.0
2503,40.0,0.88,1.0
2504,30.0,1.0,1.0
2505,40.0,0.96,0.0
2506,30.0,1.16,0.0
2507,30.0,1.18,1.0
2508,50.0,1.02,1.0
2509,50.0,0.88,0.0
2510,30.0,1.0,1.0
2511,40.0,1.18,1.0
2512,30.0,1.1,1.0
2513,30.0,0.98,1.0
2514,50.0,1.12,1.0
2515,40.0,1.06,0.0
2516,30.0,0.9,0.0
2517,40.0,1.2,0.0
2518,40.0,1.04,1.0
2519,30.0,0.8,0.0
2520,30.0,0.96,1.0
2521,40.0,1.04,0.0
2522,30.0,1.02,1.0
2523,30.0,0.92,0.0
2524,40.0,0.84,0.0
2525,40.0,1.1,1.0
2526,30.0,0.96,0.0
2527,30.0,0.92,1.0
2528,20.0,0.98,0.0
2529,30.0,1.0,0.0
2530,40.0,1.04,0.0
2531,30.0,0.88,0.0
2532,40.0,0.9,1.0
2533,40.0,1.22,0.0
2534,40.0,1.12,0.0
2535,40.0,1.08,1.0
2536,30.0,0.96,0.0
2537,40.0,1.0,0.0
2538,40.0,1.08,1.0
2539,50.0,1.12,1.0
2540,30.0,0.94,1.0
2541,40.0,1.12,1.0
2542,40.0,0.92,0.0
2543,30.0,1.02,1.0
2544,30.0,1.04,0.0
2545,40.0,0.96,1.0
2546,30.0,1.16,1.0
2547,30.0,1.0,0.0
2548,40.0,0.84,1.0
2549,40.0,1.1,0.0
2550,40.0,1.12,1.0
2551,30.0,0.98,0.0
2552,30.0,0.88,0.0
2553,40.0,0.8,1.0
2554,30.0,0.94,0.0
2555,20.0,1.08,1.0
2556,40.0,0.84,0.0
2557,40.0,1.08,0.0
2558,40.0,0.9,1.0
2559,60.0,1.02,1.0
2560,30.0,0.88,1.0
2561,40.0,0.92,1.0
2562,30.0,1.0,0.0
2563,30.0,1.04,1.0
2564,40.0,1.0,0.0
2565,40.0,1.0,0.0
2566,40.0,1.08,0.0
2567,20.0,1.0,1.0
2568,40.0,1.14,0.0
2569,30.0,1.06,0.0
2570,40.0,0.98,1.0
2571,40.0,1.0,0.0
2572,40.0,1.02,0.0
2573,30.0,0.98,0.0
2574,40.0,1.0,1.0
2575,40.0,1.16,1.0
2576,30.0,0.92,1.0
2577,40.0,0.94,0.0
2578,30.0,0.92,0.0
2579,40.0,0.96,0.0
2580,30.0,1.06,0.0
2581,40.0,1.0,0.0
2582,40.0,0.96,0.0
2583,40.0,0.94,1.0
2584,30.0,0.96,0.0
2585,30.0,1.08,0.0
2586,30.0,0.88,1.0
2587,30.0,1.0,1.0
2588,40.0,0.96,1.0
2589,20.0,1.1,1.0
2590,30.0,1.08,0.0
2591,40.0,1.04,0.0
2592,40.0,1.12,0.0
2593,40.0,1.0,0.0
2594,40.0,1.2,1.0
2595,30.0,0.84,1.0
2596,30.0,1.04,1.0
2597,30.0,1.08,0.0
2598,30.0,0.96,0.0
2599,40.0,0.92,1.0
2600,40.0,1.1,1.0
2601,50.0,0.88,0.0
2602,50.0,0.88,1.0
2603,50.0,1.0,1.0
2604,30.0,1.16,1.0
2605,40.0,0.94,1.0
2606,30.0,1.18,0.0
2607,40.0,1.0,0.0
2608,30.0,1.08,1.0
2609,40.0,1.04,0.0
2610,50.0,1.0,0.0
2611,40.0,1.0,0.0
2612,40.0,1.04,1.0
2613,30.0,1.0,1.0
2614,30.0,1.12,0.0
2615,30.0,0.98,1.0
2616,40.0,0.96,0.0
2617,30.0,0.8,0.0
2618,40.0,1.04,1.0
2619,50.0,0.94,1.0
2620,30.0,1.16,1.0
2621,40.0,1.16,0.0
2622,30.0,1.04,1.0
2623,40.0,1.0,0.0
2624,40.0,1.12,0.0
2625,40.0,0.9,1.0
2626,40.0,0.96,1.0
2627,30.0,1.02,1.0
2628,30.0,0.88,1.0
2629,40.0,0.88,0.0
2630,20.0,1.0,0.0
2631,40.0,1.06,1.0
2632,50.0,1.08,0.0
2633,40.0,0.92,1.0
2634,40.0,1.0,1.0
2635,40.0,1.06,0.0
2636,30.0,0.76,0.0
2637,40.0,1.12,1.0
2638,50.0,1.12,1.0
2639,30.0,1.16,0.0
2640,40.0,1.0,1.0
2641,30.0,1.0,1.0
2642,30.0,1.0,0.0
2643,40.0,1.0,0.0
2644,40.0,1.0,0.0
2645,40.0,0.96,0.0
2646,30.0,1.1,1.0
2647,30.0,0.92,0.0
2648,50.0,1.06,1.0
2649,40.0,1.24,1.0
2650,40.0,1.04,0.0
2651,40.0,0.72,0.0
2652,40.0,1.02,1.0
2653,30.0,0.94,0.0
2654,50.0,1.04,1.0
2655,50.0,0.86,0.0
2656,40.0,1.04,0.0
2657,30.0,0.92,1.0
2658,40.0,0.88,0.0
2659,40.0,1.1,0.0
2660,40.0,0.88,1.0
2661,40.0,1.36,1.0
2662,20.0,0.98,0.0
2663,50.0,0.76,1.0
2664,40.0,0.94,0.0
2665,40.0,1.0,1.0
2666,50.0,1.02,1.0
2667,40.0,0.96,0.0
2668,30.0,0.88,0.0
2669,40.0,1.0,1.0
2670,40.0,0.92,1.0
2671,40.0,1.12,1.0
2672,30.0,0.92,1.0
2673,50.0,1.0,1.0
2674,40.0,1.0,0.0
2675,30.0,1.14,0.0
2676,30.0,1.0,0.0
2677,40.0,1.0,1.0
2678,30.0,0.94,1.0
2679,40.0,0.96,1.0
2680,40.0,1.0,1.0
2681,30.0,0.96,0.0
2682,30.0,0.88,1.0
2683,30.0,1.08,0.0
2684,40.0,0.88,0.0
2685,40.0,1.0,1.0
2686,30.0,0.92,0.0
2687,40.0,1.16,0.0
2688,40.0,0.88,1.0
2689,30.0,0.98,1.0
2690,40.0,0.96,0.0
2691,40.0,1.0,0.0
2692,40.0,1.08,1.0
2693,30.0,1.04,1.0
2694,40.0,0.84,1.0
2695,20.0,0.96,0.0
2696,40.0,1.0,1.0
2697,30.0,0.78,1.0
2698,40.0,0.84,0.0
2699,40.0,0.92,1.0
2700,40.0,0.88,0.0
2701,50.0,1.0,0.0
2702,40.0,0.9,1.0
2703,30.0,1.04,0.0
2704,40.0,0.94,1.0
2705,40.0,1.0,1.0
2706,30.0,1.2,0.0
2707,40.0,1.04,1.0
2708,40.0,0.92,0.0
2709,40.0,1.04,1.0
2710,30.0,1.08,1.0
2711,30.0,0.96,0.0
2712,50.0,1.04,0.0
2713,30.0,1.02,1.0
2714,40.0,1.08,1.0
2715,40.0,0.92,1.0
2716,50.0,0.92,0.0
2717,40.0,1.04,1.0
2718,30.0,1.04,0.0
2719,40.0,0.8,1.0
2720,40.0,1.04,1.0
2721,30.0,1.06,0.0
2722,40.0,1.08,1.0
2723,40.0,0.86,1.0
2724,40.0,1.18,1.0
2725,40.0,0.86,1.0
2726,50.0,1.04,1.0
2727,40.0,1.2,0.0
2728,30.0,1.0,0.0
2729,40.0,1.04,1.0
2730,50.0,0.9,0.0
2731,30.0,1.2,0.0
2732,30.0,1.02,1.0
2733,30.0,0.84,0.0
2734,40.0,0.88,0.0
2735,40.0,0.98,0.0
2736,40.0,1.0,0.0
2737,30.0,0.98,1.0
2738,30.0,0.92,1.0
2739,40.0,0.84,1.0
2740,40.0,1.0,0.0
2741,40.0,0.8,1.0
2742,50.0,0.96,0.0
2743,30.0,1.44,0.0
2744,40.0,1.06,0.0
2745,50.0,1.04,1.0
2746,30.0,0.9,0.0
2747,40.0,0.92,1.0
2748,50.0,1.12,1.0
2749,40.0,1.06,1.0
2750,30.0,1.02,1.0
2751,30.0,1.2,0.0
2752,30.0,1.12,0.0
2753,40.0,0.84,0.0
2754,40.0,1.16,1.0
2755,40.0,1.02,1.0
2756,40.0,0.86,0.0
2757,30.0,1.12,0.0
2758,40.0,0.92,1.0
2759,30.0,1.02,0.0
2760,40.0,1.0,0.0
2761,30.0,0.9,0.0
2762,50.0,1.02,0.0
2763,30.0,0.96,0.0
2764,40.0,1.04,1.0
2765,30.0,0.98,1.0
2766,30.0,0.96,1.0
2767,40.0,1.16,1.0
2768,30.0,0.92,1.0
2769,40.0,0.84,1.0
2770,40.0,1.04,0.0
2771,50.0,0.98,0.0
2772,40.0,0.88,1.0
2773,50.0,0.94,0.0
2774,50.0,1.04,0.0
2775,30.0,1.0,0.0
2776,40.0,1.14,1.0
2777,30.0,1.0,1.0
2778,40.0,1.04,1.0
2779,30.0,0.84,0.0
2780,30.0,0.84,1.0
2781,40.0,1.04,1.0
2782,40.0,1.02,1.0
2783,30.0,1.04,0.0
2784,40.0,0.98,1.0
2785,30.0,0.92,1.0
2786,40.0,0.98,1.0
2787,40.0,1.2,0.0
2788,40.0,0.8,0.0
2789,30.0,1.0,1.0
2790,40.0,0.8,1.0
2791,40.0,1.18,1.0
2792,40.0,1.04,0.0
2793,40.0,1.1,0.0
2794,40.0,1.12,0.0
2795,50.0,1.04,1.0
2796,40.0,1.0,1.0
2797,30.0,1.28,1.0
2798,40.0,0.88,0.0
2799,50.0,0.88,1.0
2800,50.0,0.94,0.0
2801,40.0,1.04,0.0
2802,50.0,0.96,0.0
2803,50.0,1.0,1.0
2804,40.0,0.98,0.0
2805,30.0,0.92,0.0
2806,40.0,1.2,1.0
2807,40.0,1.06,1.0
2808,30.0,0.88,0.0
2809,30.0,1.12,0.0
2810,30.0,0.94,1.0
2811,50.0,0.96,1.0
2812,50.0,0.98,1.0
2813,30.0,0.9,1.0
2814,40.0,1.0,0.0
2815,30.0,1.0,1.0
2816,40.0,1.04,0.0
2817,40.0,0.92,1.0
2818,30.0,0.98,0.0
2819,30.0,1.04,1.0
2820,40.0,1.04,0.0
2821,20.0,0.96,0.0
2822,50.0,1.08,0.0
2823,40.0,1.16,1.0
2824,40.0,1.08,1.0
2825,30.0,1.2,1.0
2826,30.0,0.84,0.0
2827,40.0,0.88,1.0
2828,40.0,1.0,0.0
2829,40.0,0.84,1.0
2830,30.0,1.16,0.0
2831,40.0,1.14,1.0
2832,30.0,1.08,1.0
2833,30.0,1.08,0.0
2834,40.0,0.96,0.0
2835,30.0,0.92,0.0
2836,50.0,0.9,0.0
2837,30.0,0.96,1.0
2838,30.0,1.12,0.0
2839,30.0,0.92,0.0
2840,40.0,0.92,1.0
2841,40.0,1.08,0.0
2842,40.0,1.24,0.0
2843,40.0,1.26,1.0
2844,40.0,0.96,1.0
2845,30.0,1.1,1.0
2846,30.0,1.04,1.0
2847,30.0,1.12,1.0
2848,30.0,1.0,1.0
2849,40.0,1.02,0.0
2850,40.0,1.0,1.0
2851,30.0,1.06,0.0
2852,40.0,1.0,0.0
2853,40.0,0.94,0.0
2854,40.0,1.12,0.0
2855,40.0,1.0,1.0
2856,30.0,0.96,0.0
2857,50.0,1.0,0.0
2858,30.0,1.1,0.0
2859,30.0,0.84,0.0
2860,30.0,0.96,1.0
2861,30.0,1.1,0.0
